index,x,y,degree
2299,703,222,5
2300,760,217,3
2301,52,218,3
2302,86,220,3
2303,204,220,3
2304,240,218,3
2306,412,219,3
2308,546,220,4
2309,681,220,4
2310,698,220,3
2312,791,218,4
2313,229,219,3
2315,449,219,4
2317,111,223,5
2319,212,221,5
2320,252,221,3
2323,497,221,3
2324,501,221,4
2325,520,222,3
2326,598,227,7
2327,645,221,3
2328,659,223,5
2329,667,223,4
2331,61,223,3
2332,75,222,4
2333,95,222,4
2334,240,222,3
2335,260,222,4
2336,331,221,3
2337,402,222,3
2338,434,227,6
2339,712,222,3
2341,778,222,3
2343,5,223,3
2344,45,223,3
2345,52,223,3
2346,229,224,3
2347,359,222,3
2351,220,225,4
2352,409,223,3
2353,418,224,3
2354,463,225,5
2355,480,226,6
2356,637,224,4
2357,774,223,3
2360,165,229,5
2362,208,232,8
2363,286,225,3
2364,632,225,3
2365,708,224,3
2367,760,226,3
2368,12,225,3
2372,390,226,5
2373,561,226,3
2374,570,227,3
2375,608,228,3
2376,616,230,3
2378,643,226,6
2380,673,226,3
2381,780,228,5
2384,244,226,3
2385,400,226,4
2386,418,232,7
2387,520,230,6
2388,529,227,3
2389,532,226,3
2390,684,227,3
2392,61,229,3
2393,239,229,4
2396,554,227,3
2398,103,229,3
2399,152,228,3
2400,257,229,5
2401,267,228,3
2403,423,228,3
2404,550,231,6
2406,712,233,5
2407,69,229,4
2408,196,232,5
2409,285,231,5
2410,294,231,4
2411,538,229,4
2412,639,230,4
2413,667,230,3
2414,734,230,3
2418,219,233,3
2419,74,232,4
2420,114,232,4
2421,266,232,4
2424,496,232,3
2425,635,231,3
2427,742,232,3
2428,46,235,6
2431,187,232,3
2432,202,232,3
2433,429,233,3
2434,505,239,5
2435,527,235,4
2436,646,234,3
2437,737,232,3
2438,103,234,3
2439,243,234,3
2440,254,234,3
2441,262,233,3
2442,274,234,4
2443,385,235,3
2444,490,236,3
2445,538,234,3
2447,656,236,7
2448,667,236,5
2456,202,236,4
2457,249,235,4
2459,447,236,4
2460,476,236,5
2463,611,237,4
2464,704,235,4
2466,16,236,4
2467,36,239,3
2472,432,236,3
2473,442,236,3
2474,679,238,6
2475,10,237,3
2476,96,238,5
2478,146,238,4
2479,169,238,3
2480,236,237,3
2482,411,240,4
2485,759,241,4
2486,76,239,3
2487,80,244,5
2488,117,240,6
2489,150,238,3
2491,240,238,3
2492,484,239,3
2494,56,239,4
2495,260,241,4
2496,280,240,4
2498,440,242,6
2499,463,241,5
2503,606,240,4
2504,733,240,4
2505,745,239,3
2506,794,239,3
2507,19,240,3
2508,27,241,3
2509,287,241,3
2512,415,240,3
2513,476,240,4
2515,617,241,3
2516,637,241,5
2518,10,242,3
2519,45,246,7
2520,70,241,3
2522,273,242,6
2523,292,242,3
2524,311,242,3
2527,663,241,3
2528,675,243,4
2529,172,243,3
2530,283,242,3
2532,482,242,3
2533,490,243,4
2534,526,243,3
2536,698,242,3
2537,16,244,4
2538,35,244,3
2539,230,244,4
2540,421,246,7
2544,610,243,3
2545,654,244,3
2546,59,245,3
2547,89,245,5
2548,93,244,3
2549,131,245,3
2550,254,244,3
2551,429,246,4
2554,601,244,3
2555,630,244,4
2556,744,246,3
2557,241,247,5
2558,487,245,3
2560,613,245,3
2561,664,247,4
2562,703,246,5
2566,168,246,3
2567,182,249,4
2568,192,246,4
2569,235,246,3
2571,282,247,3
2572,465,247,3
2576,658,246,4
2578,793,247,3
2579,104,249,5
2581,251,247,3
2582,294,248,4
2584,774,248,3
2585,112,249,3
2586,230,252,4
2588,443,250,4
2592,784,250,4
2593,140,249,4
2594,146,249,4
2595,189,249,3
2596,194,251,5
2597,468,250,4
2599,563,249,4
2601,60,251,4
2602,253,251,3
2603,284,251,5
2604,438,251,3
2605,459,251,5
2607,615,251,5
2608,796,250,3
2609,38,251,3
2610,68,252,5
2611,128,251,4
2612,134,252,4
2613,165,252,4
2615,209,252,3
2616,529,255,5
2618,693,251,3
2621,756,254,3
2622,32,252,5
2626,291,252,3
2627,427,254,4
2629,664,252,3
2630,713,253,4
2631,151,255,5
2632,160,253,3
2633,202,254,3
2634,235,253,3
2635,270,258,9
2636,404,254,3
2637,683,254,5
2638,691,255,4
2639,788,254,3
2640,37,259,5
2642,379,254,3
2644,485,255,3
2646,560,257,4
2647,654,256,4
2648,738,254,3
2649,793,254,3
2650,31,259,4
2651,114,255,3
2652,293,256,4
2654,389,255,4
2655,432,255,3
2657,604,255,3
2658,621,256,3
2659,697,256,4
2660,780,256,3
2661,46,257,4
2662,384,256,3
2663,456,256,4
2664,463,258,3
2667,108,258,4
2668,112,258,3
2671,441,257,3
2672,493,258,4
2673,497,258,3
2674,738,258,3
2675,795,258,4
2676,53,258,3
2677,69,262,7
2679,389,260,4
2680,423,259,3
2681,436,258,3
2682,686,259,6
2683,713,259,4
2684,160,260,3
2685,254,260,3
2688,540,260,3
2689,546,259,3
2692,657,260,4
2693,691,259,3
2694,732,260,4
2695,757,261,4
2696,764,259,3
2697,780,260,3
2698,786,259,3
2699,126,265,7
2700,202,262,3
2701,210,260,3
2702,223,265,4
2704,441,265,5
2707,116,261,3
2708,137,261,3
2709,168,263,6
2711,238,264,3
2712,243,261,3
2714,460,261,3
2715,499,262,3
2717,729,261,3
2718,793,262,5
2719,52,263,4
2720,288,263,3
2721,428,262,3
2722,434,264,4
2725,682,262,3
2726,697,262,3
2728,22,264,3
2729,85,266,3
2730,160,265,4
2732,375,264,5
2733,452,264,3
2735,480,265,4
2736,630,264,3
2737,647,266,5
2742,740,265,3
2743,754,265,3
2744,14,267,3
2745,26,265,3
2746,58,268,7
2747,272,266,3
2748,383,266,4
2749,398,266,5
2750,414,268,4
2751,488,266,3
2752,538,267,3
2753,548,266,3
2754,653,267,5
2755,726,267,3
2756,746,266,4
2757,758,268,5
2760,456,266,4
2763,701,267,3
2765,51,269,5
2767,114,270,6
2768,261,269,4
2769,286,269,4
2771,492,267,3
2773,589,269,3
2774,608,267,3
2775,672,269,5
2776,778,268,3
2777,180,271,6
2778,268,273,5
2779,314,268,4
2781,482,269,3
2782,639,269,3
2783,108,271,5
2785,256,269,3
2786,433,270,3
2787,545,269,3
2790,664,270,3
2791,86,271,3
2792,171,271,3
2793,190,270,4
2795,281,270,3
2796,367,270,3
2797,409,273,3
2798,428,272,4
2800,542,270,3
2801,564,271,3
2802,653,271,3
2803,699,271,3
2804,771,272,3
2805,795,272,4
2806,65,271,3
2807,154,271,3
2808,253,273,4
2809,404,272,3
2810,477,274,4
2811,552,273,4
2813,659,271,3
2814,75,273,3
2815,97,272,3
2817,242,272,3
2819,418,272,4
2821,558,273,5
2823,692,273,3
2826,398,274,3
2827,441,274,3
2828,506,276,5
2829,639,279,6
2830,683,274,3
2831,715,273,3
2833,777,276,4
2834,65,276,4
2836,159,275,4
2837,168,274,4
2838,306,275,3
2839,383,275,3
2840,424,274,3
2841,444,278,5
2843,542,275,3
2845,652,275,3
2846,670,278,7
2847,724,275,3
2848,729,274,3
2851,247,275,3
2852,281,278,7
2853,314,276,4
2854,742,276,5
2855,2,276,3
2856,22,277,4
2857,129,281,7
2859,436,276,3
2862,539,276,3
2865,701,277,3
2866,29,280,4
2867,58,278,4
2868,113,281,6
2869,241,278,3
2871,427,277,3
2872,552,279,4
2873,657,278,4
2874,681,277,3
2875,690,278,4
2876,704,277,3
2878,154,278,3
2879,162,278,3
2880,248,280,4
2883,456,279,3
2885,558,278,3
2886,565,280,4
2890,99,280,3
2892,726,281,4
2893,765,279,3
2894,308,285,7
2895,317,280,4
2899,780,281,3
2900,154,282,3
2902,387,281,3
2904,429,286,5
2905,538,282,3
2906,578,283,4
2907,737,282,3
2908,774,282,4
2909,40,282,3
2910,66,284,5
2911,108,283,3
2912,149,286,6
2913,161,286,4
2914,217,284,3
2915,289,284,5
2917,477,283,3
2919,655,282,4
2920,682,284,4
2923,301,283,3
2926,471,284,3
2927,677,284,3
2928,741,283,3
2929,759,285,3
2930,61,284,3
2931,268,286,5
2932,357,286,3
2933,446,284,4
2934,451,287,4
2936,702,284,3
2938,784,284,3
2939,88,286,4
2940,170,286,3
2941,175,285,3
2943,376,285,3
2946,551,286,3
2947,559,286,3
2948,591,286,3
2949,657,286,4
2950,674,286,3
2951,687,286,3
2952,729,285,3
2953,733,285,4
2954,93,287,4
2955,254,286,4
2957,533,288,3
2958,580,287,3
2959,629,286,4
2961,740,288,3
2963,30,288,4
2965,155,287,3
2966,210,287,3
2969,419,289,3
2970,456,288,3
2971,554,287,3
2972,666,289,4
2975,101,290,7
2976,469,289,5
2977,498,288,3
2978,612,289,4
2979,621,289,4
2981,781,289,3
2983,122,298,9
2984,173,290,4
2986,287,292,5
2988,380,289,3
2990,775,290,4
2991,335,290,3
2992,416,290,4
2993,570,291,3
2994,592,291,3
2995,762,293,4
2996,789,290,3
2997,797,291,3
2998,202,293,4
2999,266,291,3
3001,294,291,4
3002,330,295,5
3004,450,294,3
3005,481,292,3
3007,556,292,4
3008,576,292,4
3009,719,291,3
3010,731,293,5
3011,751,293,3
3012,786,291,3
3013,792,291,3
3016,90,293,3
3017,108,293,3
3018,131,294,4
3021,210,293,3
3026,689,294,5
3027,743,294,5
3028,80,293,4
3029,172,294,3
3030,177,293,3
3032,422,293,3
3033,466,293,3
3034,656,294,3
3035,42,295,4
3036,112,296,4
3037,158,296,4
3039,651,296,4
3040,5,300,4
3041,48,295,4
3042,69,305,6
3043,75,295,3
3044,195,296,4
3045,274,295,4
3047,462,299,5
3048,484,296,3
3049,580,297,3
3050,791,297,3
3051,45,296,3
3052,166,298,3
3053,175,296,3
3054,434,298,3
3055,548,300,6
3057,659,297,4
3059,796,297,3
3060,95,298,3
3061,188,297,3
3062,219,297,3
3065,535,298,3
3066,576,298,3
3068,754,299,3
3069,101,304,6
3070,132,299,3
3071,138,300,4
3075,415,298,3
3076,419,298,3
3077,509,300,5
3078,562,298,4
3079,612,299,3
3080,720,299,5
3081,785,299,4
3082,50,300,3
3083,218,301,4
3085,284,299,3
3088,428,299,4
3091,573,299,3
3092,588,301,3
3094,641,300,3
3095,669,300,3
3097,762,299,3
3098,79,303,6
3099,694,301,4
3100,47,301,3
3101,57,302,4
3102,214,302,3
3103,228,301,4
3104,351,302,4
3106,414,301,3
3107,418,305,4
3108,437,302,3
3110,562,302,4
3111,654,302,4
3112,664,302,3
3113,683,304,3
3114,740,306,5
3116,87,302,3
3117,129,303,3
3118,147,306,6
3119,171,305,9
3121,541,302,3
3123,765,303,5
3125,208,304,3
3126,410,303,3
3128,504,303,3
3131,756,305,5
3132,786,305,3
3133,135,305,5
3134,573,305,3
3135,578,305,3
3136,596,304,4
3137,615,304,4
3139,657,305,3
3140,747,305,3
3141,87,306,3
3142,232,306,3
3145,584,305,3
3146,661,308,6
3148,763,306,3
3149,796,307,5
3150,49,307,3
3151,120,308,3
3152,391,306,4
3155,457,308,3
3157,510,307,4
3158,554,306,4
3160,715,307,3
3161,724,308,4
3162,142,307,3
3163,220,308,3
3166,357,308,3
3167,507,307,3
3168,545,307,3
3169,766,308,3
3170,187,311,5
3171,195,309,4
3172,203,309,3
3173,350,309,5
3174,646,308,3
3176,326,310,3
3177,505,309,3
3178,627,310,3
3182,254,311,3
3183,312,312,3
3185,499,311,3
3186,520,313,3
3187,564,311,3
3189,654,311,5
3190,3,312,3
3192,42,311,3
3193,88,315,4
3194,111,312,4
3195,130,312,4
3196,143,311,3
3197,216,312,4
3198,228,312,3
3201,649,311,3
3202,674,314,4
3203,745,313,4
3204,19,313,3
3205,102,314,5
3206,137,314,5
3207,155,314,4
3208,270,313,3
3211,590,312,4
3213,712,313,3
3215,786,312,4
3216,796,315,4
3217,121,314,3
3218,164,316,7
3219,199,317,7
3220,209,313,3
3222,325,314,3
3225,558,314,3
3226,605,314,3
3227,725,313,4
3228,6,315,4
3231,260,314,3
3232,283,316,3
3233,345,314,3
3236,504,316,4
3237,551,314,3
3241,44,315,3
3242,126,315,4
3243,178,316,4
3244,250,315,3
3246,334,316,3
3248,593,316,3
3250,53,316,3
3252,114,319,5
3255,275,317,3
3256,398,316,3
3257,481,317,3
3258,513,318,4
3259,772,317,3
3260,17,317,3
3261,172,318,3
3262,190,319,5
3263,344,318,3
3265,519,318,3
3266,531,320,5
3268,713,318,3
3269,766,317,4
3270,210,318,3
3271,268,319,3
3273,523,319,3
3274,540,318,4
3275,551,319,3
3276,599,323,6
3278,666,324,6
3279,727,319,3
3280,756,320,5
3281,13,319,3
3282,99,319,3
3283,140,321,4
3284,259,321,4
3286,484,319,3
3287,488,319,4
3288,654,320,3
3289,674,320,3
3290,739,320,3
3291,20,320,3
3292,71,322,4
3293,134,321,3
3294,147,320,3
3296,364,321,3
3297,506,322,5
3298,546,320,3
3299,564,324,6
3300,588,320,4
3302,705,320,3
3305,49,321,3
3306,231,322,4
3307,272,321,3
3308,447,323,4
3309,576,321,4
3310,631,323,4
3311,708,321,4
3314,102,325,4
3316,169,322,3
3317,202,323,3
3318,210,323,4
3320,513,323,3
3322,3,323,4
3323,117,324,3
3324,222,325,4
3325,478,323,3
3327,719,327,5
3329,121,324,3
3330,155,325,3
3331,251,325,4
3332,273,325,3
3335,484,325,3
3336,490,325,3
3337,675,325,3
3339,759,325,3
3340,9,325,3
3341,22,325,3
3342,24,325,4
3344,150,325,3
3345,163,327,3
3346,169,326,3
3347,193,326,3
3348,237,326,4
3349,260,326,3
3351,460,325,3
3352,480,327,3
3354,530,326,3
3355,570,325,4
3356,659,325,3
3357,733,326,6
3358,765,326,3
3359,774,326,3
3361,50,327,3
3362,174,328,5
3363,197,328,7
3364,399,327,3
3365,475,327,3
3366,515,327,3
3367,546,328,5
3368,582,328,3
3370,700,329,3
3372,230,328,3
3373,307,327,3
3374,313,328,4
3375,387,327,3
3376,657,332,5
3377,756,327,3
3379,9,330,4
3381,88,328,3
3382,190,328,4
3383,254,328,3
3384,302,330,3
3386,590,328,3
3389,73,330,3
3390,150,331,4
3391,278,330,4
3392,295,331,5
3394,404,329,4
3395,494,330,3
3396,512,329,3
3397,735,330,3
3398,42,330,4
3399,60,330,4
3400,113,332,4
3403,227,330,3
3404,245,333,5
3405,268,330,3
3407,504,335,5
3409,590,332,4
3411,639,331,5
3415,767,330,3
3418,47,332,4
3419,122,334,5
3421,161,332,3
3424,215,332,3
3425,553,332,3
3427,728,334,7
3428,103,333,4
3430,142,332,3
3431,565,334,3
3433,452,336,4
3435,578,334,4
3438,695,336,6
3439,36,335,4
3440,64,334,3
3441,268,334,4
3442,301,338,4
3443,549,334,3
3444,703,336,3
3445,16,335,4
3446,163,336,3
3447,227,338,4
3448,314,337,4
3451,384,336,4
3453,620,335,3
3455,782,336,3
3457,111,338,7
3458,196,336,3
3459,254,336,3
3460,259,336,3
3461,341,336,3
3462,356,336,3
3463,459,341,6
3465,497,336,4
3467,616,336,3
3468,638,338,3
3469,776,342,5
3470,796,338,4
3471,14,337,3
3472,23,338,4
3473,154,340,6
3474,287,337,3
3475,550,338,4
3477,759,338,3
3478,39,338,3
3479,67,338,4
3480,95,341,7
3481,140,339,4
3482,169,340,5
3483,188,338,3
3486,324,338,5
3488,511,339,3
3492,768,339,3
3493,85,339,3
3494,128,341,3
3495,160,340,3
3496,182,340,4
3497,206,339,3
3499,254,340,3
3500,311,339,3
3502,538,340,4
3503,700,340,5
3504,711,341,4
3505,14,341,3
3507,284,343,4
3508,566,341,4
3509,594,341,3
3510,739,341,4
3511,788,340,3
3512,23,342,3
3513,134,343,3
3514,144,342,3
3515,250,341,4
3518,445,342,3
3519,450,342,3
3520,494,342,3
3521,589,342,3
3522,641,341,3
3525,46,344,3
3526,198,342,4
3528,309,346,4
3529,318,349,7
3531,428,342,3
3532,480,343,5
3533,488,342,3
3534,511,345,5
3535,534,343,3
3538,688,343,3
3539,788,346,5
3541,38,344,3
3542,104,343,3
3543,140,345,4
3544,301,344,3
3549,678,343,3
3552,221,345,3
3553,250,344,4
3554,332,345,4
3555,337,345,3
3556,395,346,3
3559,640,344,4
3560,728,345,3
3562,19,349,6
3563,104,346,4
3564,108,346,3
3565,124,346,3
3566,225,346,3
3567,327,345,3
3568,349,346,4
3569,361,346,4
3570,452,345,3
3571,464,346,3
3572,503,345,3
3573,567,348,3
3575,696,347,6
3577,14,346,4
3578,76,347,3
3579,152,347,3
3580,304,347,3
3582,56,349,4
3584,137,347,3
3585,158,348,4
3587,422,347,3
3588,475,348,3
3589,538,348,4
3590,552,348,4
3595,144,348,3
3597,256,348,4
3598,300,349,3
3599,372,349,3
3600,460,351,5
3601,488,349,5
3602,683,348,3
3604,759,349,3
3606,93,350,3
3607,113,350,4
3608,216,350,4
3610,445,350,3
3611,584,351,5
3612,777,350,3
3613,187,351,4
3615,358,351,4
3616,527,352,5
3617,598,350,4
3619,124,352,3
3620,258,352,3
3621,270,354,5
3622,468,351,3
3624,595,352,3
3625,683,352,3
3626,695,352,3
3627,725,354,3
3628,757,351,3
3629,771,351,3
3630,105,353,3
3631,140,352,3
3632,194,353,3
3633,373,353,3
3635,111,354,3
3636,169,354,3
3638,215,354,3
3640,367,354,4
3641,425,354,4
3642,478,353,3
3644,599,354,3
3646,687,354,3
3648,732,354,3
3649,791,353,3
3650,82,354,3
3651,162,355,4
3654,334,358,6
3655,488,356,5
3657,590,354,3
3659,697,354,3
3660,710,356,3
3661,154,356,4
3662,183,355,3
3663,190,356,4
3664,226,356,3
3666,303,356,3
3667,310,357,5
3668,383,356,3
3669,443,358,6
3672,771,358,4
3674,96,357,3
3675,142,357,4
3676,253,360,5
3678,328,357,4
3680,574,357,3
3681,607,357,4
3683,676,356,4
3684,777,358,5
3685,57,358,3
3687,121,357,3
3688,130,360,4
3691,361,357,3
3692,496,358,3
3693,579,357,3
3694,736,357,4
3695,762,358,3
3696,114,360,3
3698,469,359,3
3701,669,359,3
3703,789,359,3
3704,12,361,6
3705,32,359,4
3706,163,360,4
3708,277,359,3
3710,356,361,6
3714,739,361,4
3715,745,360,4
3716,783,359,3
3717,19,362,6
3719,248,360,4
3720,282,361,3
3721,302,362,3
3722,340,360,3
3723,346,360,3
3724,465,361,3
3725,580,361,3
3726,28,361,3
3727,60,363,3
3728,243,362,3
3729,315,364,5
3732,567,362,6
3736,142,363,4
3738,277,363,3
3739,399,363,4
3740,552,365,5
3741,52,367,6
3742,229,363,3
3743,308,365,4
3744,385,364,5
3745,588,365,8
3748,721,364,3
3749,796,363,3
3750,93,365,3
3752,127,369,5
3754,282,365,3
3755,485,365,4
3756,544,364,3
3758,580,365,4
3759,597,364,3
3760,713,365,5
3761,770,365,4
3762,2,366,3
3763,7,365,3
3764,12,366,5
3766,157,365,3
3768,347,367,4
3769,375,365,5
3773,756,366,4
3774,35,367,3
3775,57,366,3
3777,206,368,3
3778,227,367,3
3779,438,368,3
3780,464,367,3
3781,562,367,3
3784,722,367,3
3785,742,366,4
3786,753,366,3
3787,31,368,3
3788,97,368,4
3789,141,368,4
3790,176,369,4
3791,290,368,3
3796,513,369,4
3797,557,368,5
3799,785,367,3
3800,66,369,4
3801,188,368,3
3802,212,368,4
3804,283,370,4
3805,307,375,9
3807,570,368,3
3808,575,368,3
3809,61,369,3
3811,368,370,4
3812,396,370,4
3815,608,369,3
3818,728,369,4
3819,796,369,3
3820,36,374,5
3823,261,371,3
3825,329,375,5
3827,562,371,3
3828,581,371,3
3829,598,371,4
3831,720,371,5
3832,749,373,3
3833,782,370,4
3834,22,372,3
3835,30,371,3
3837,166,372,4
3838,181,372,3
3839,291,372,4
3840,542,372,3
3841,551,373,5
3843,104,373,4
3844,225,374,3
3845,254,372,3
3846,323,372,3
3847,393,373,3
3849,469,374,3
3851,662,373,3
3853,792,372,3
3854,19,376,6
3856,276,373,3
3857,370,374,3
3858,403,374,4
3860,741,373,3
3862,12,374,4
3863,60,374,3
3864,335,379,4
3865,398,375,3
3866,462,374,3
3867,509,375,4
3868,540,375,3
3869,591,374,3
3870,726,376,4
3871,732,378,5
3872,132,376,4
3873,164,377,5
3874,179,377,5
3877,490,377,3
3878,699,381,3
3879,705,376,3
3880,719,376,3
3881,26,378,5
3882,72,379,5
3883,172,377,4
3884,201,377,3
3887,284,376,3
3888,319,376,3
3889,400,379,6
3891,504,376,3
3892,714,376,4
3894,63,379,5
3898,219,378,4
3899,276,378,3
3900,393,378,4
3902,545,377,3
3903,793,378,3
3908,258,381,5
3909,654,383,7
3911,33,380,3
3912,108,380,3
3913,160,379,3
3914,236,381,4
3915,292,380,4
3916,299,382,4
3918,505,380,4
3920,533,380,3
3923,723,379,3
3925,4,382,3
3926,39,381,3
3927,47,386,5
3929,203,381,3
3930,284,383,5
3931,360,383,6
3933,551,383,5
3934,626,381,3
3935,660,380,3
3936,707,381,4
3937,713,380,3
3938,742,380,3
3940,88,382,3
3941,111,381,3
3943,267,382,4
3944,323,383,5
3945,383,382,3
3949,590,383,3
3950,603,382,3
3951,194,384,3
3952,223,384,4
3955,391,386,5
3956,408,384,4
3957,474,384,3
3958,529,382,3
3959,568,384,4
3962,723,383,3
3963,65,383,3
3964,153,383,3
3965,165,384,3
3966,175,383,3
3968,402,383,3
3969,412,383,3
3970,446,383,3
3972,526,384,3
3973,534,384,4
3974,562,386,4
3976,719,384,4
3977,742,384,4
3978,22,384,3
3979,32,387,6
3980,123,387,4
3982,144,385,3
3983,290,384,3
3984,455,384,3
3985,500,384,3
3986,518,385,3
3987,778,387,4
3989,13,386,3
3990,81,387,4
3991,96,385,4
3992,106,385,3
3993,232,389,4
3994,314,385,3
3997,532,385,3
3998,599,389,5
3999,643,385,3
4000,693,387,3
4002,329,388,4
4003,504,387,5
4004,670,386,3
4005,680,388,3
4006,728,388,5
4009,140,387,3
4010,168,388,3
4011,174,388,3
4012,187,387,3
4013,283,388,3
4014,295,389,5
4017,497,387,3
4018,528,387,3
4020,552,388,3
4021,737,387,3
4023,196,390,3
4025,244,388,3
4026,313,388,3
4027,398,390,5
4028,515,388,4
4029,56,390,6
4031,256,392,4
4032,276,389,3
4033,302,390,4
4034,321,390,4
4035,571,391,5
4036,580,389,3
4038,637,389,3
4039,722,393,6
4040,23,392,4
4042,150,393,6
4044,309,390,5
4045,365,391,3
4049,500,390,3
4050,549,391,3
4051,13,397,6
4052,100,391,3
4053,184,394,5
4054,377,393,3
4056,454,393,3
4059,554,394,4
4061,669,391,3
4062,686,392,4
4063,706,393,5
4064,714,393,6
4065,726,392,3
4066,737,392,3
4067,85,393,3
4068,163,394,4
4069,241,396,7
4070,449,392,3
4071,630,392,3
4072,643,393,3
4073,651,392,3
4074,733,392,3
4075,760,393,5
4076,140,396,6
4077,179,393,3
4078,271,398,9
4079,289,394,4
4080,298,394,4
4081,542,394,4
4082,568,394,3
4083,679,394,3
4084,740,393,3
4085,776,394,4
4087,75,394,3
4088,132,394,3
4089,221,395,3
4090,253,394,3
4091,320,396,6
4092,330,395,3
4096,664,394,3
4097,745,395,3
4098,353,398,4
4099,362,396,3
4100,410,397,3
4101,492,395,3
4102,496,396,4
4104,683,396,3
4105,750,396,3
4106,786,398,3
4107,58,398,3
4108,167,396,3
4109,335,396,3
4110,384,401,4
4111,415,396,4
4112,691,396,3
4113,732,402,8
4114,23,398,4
4115,66,398,3
4117,285,398,3
4118,516,398,3
4119,740,398,3
4120,105,399,3
4121,218,401,4
4122,300,402,5
4123,174,401,5
4124,257,403,5
4125,336,399,3
4127,550,400,3
4128,583,400,4
4130,762,402,5
4131,47,401,3
4132,77,401,4
4133,150,401,3
4134,180,402,4
4135,204,400,4
4137,644,403,5
4138,664,401,3
4139,687,402,4
4140,690,400,3
4141,717,401,3
4143,98,401,3
4149,721,402,3
4151,162,403,3
4152,170,402,3
4154,433,403,3
4155,700,402,3
4156,740,403,3
4157,91,403,3
4158,194,404,5
4160,334,406,6
4161,344,404,4
4163,670,404,5
4164,753,403,3
4165,53,405,3
4167,251,405,3
4168,293,404,3
4169,504,404,3
4170,569,408,5
4172,581,404,4
4173,676,407,4
4174,156,407,3
4175,213,409,5
4176,319,408,4
4178,465,406,4
4181,541,410,3
4182,682,406,3
4183,773,406,3
4184,784,407,3
4185,95,406,3
4186,181,408,5
4187,185,407,3
4188,263,407,4
4191,423,407,3
4192,432,408,4
4194,723,406,3
4195,174,408,3
4196,202,408,6
4197,247,408,3
4198,315,407,3
4199,420,407,3
4202,752,407,3
4204,82,410,4
4206,478,408,4
4207,756,408,3
4208,766,408,3
4212,315,411,5
4213,376,410,5
4216,585,411,4
4218,651,411,4
4219,685,409,3
4220,747,409,3
4222,73,414,6
4223,115,413,5
4224,167,411,3
4225,256,413,5
4226,283,412,3
4229,646,410,3
4230,667,410,3
4232,125,411,3
4233,249,414,5
4235,324,416,5
4236,334,416,5
4237,339,411,3
4240,563,415,6
4242,171,413,3
4243,190,412,3
4244,385,413,3
4245,407,414,5
4247,672,413,4
4249,724,413,3
4250,730,414,3
4252,52,414,3
4253,123,414,3
4254,128,413,3
4256,291,413,3
4257,308,416,3
4259,444,413,3
4260,472,413,3
4264,681,414,5
4265,746,415,3
4266,204,415,3
4267,660,415,3
4268,664,414,3
4270,772,414,4
4271,779,415,3
4272,82,417,3
4273,265,416,5
4274,317,418,4
4278,700,416,3
4279,48,418,5
4280,111,416,4
4281,128,417,4
4282,135,418,4
4286,364,416,4
4287,386,417,3
4289,589,417,5
4291,714,417,3
4292,765,418,5
4293,786,417,3
4295,218,418,4
4296,282,419,4
4297,574,418,3
4298,665,418,3
4299,724,418,4
4300,772,418,3
4302,86,421,5
4303,201,420,3
4304,300,418,3
4306,422,422,4
4307,553,418,3
4308,633,419,4
4309,638,419,4
4310,658,418,3
4311,672,419,4
4312,109,422,4
4313,117,420,4
4314,256,420,3
4316,356,420,3
4317,383,420,3
4318,444,420,4
4322,643,419,3
4323,654,421,4
4325,790,420,4
4327,31,421,3
4328,225,421,3
4330,297,420,3
4331,306,423,5
4332,329,421,3
4333,589,422,3
4334,693,420,3
4335,714,421,3
4336,776,420,3
4338,371,421,3
4339,377,421,3
4341,477,422,4
4343,678,422,5
4344,685,424,5
4345,755,424,5
4346,126,424,5
4347,251,424,6
4348,326,424,4
4349,353,424,5
4350,363,423,3
4351,534,425,4
4352,564,423,3
4353,577,425,4
4355,709,422,3
4356,763,426,4
4357,792,424,4
4358,796,422,3
4360,358,423,3
4362,776,423,3
4364,55,424,3
4365,67,426,3
4366,132,424,3
4368,256,427,5
4369,316,425,3
4370,436,426,3
4371,568,426,3
4372,644,425,3
4373,35,426,3
4375,180,426,3
4376,297,426,3
4377,386,426,4
4378,597,427,3
4380,648,425,3
4381,724,426,3
4382,788,425,3
4385,85,428,6
4386,120,426,3
4387,202,426,3
4388,320,426,3
4389,413,428,6
4392,658,427,5
4393,665,428,4
4394,669,427,3
4395,45,428,3
4396,106,428,3
4397,152,427,4
4398,211,429,3
4399,218,431,5
4400,247,427,3
4401,271,428,4
4402,301,427,3
4403,440,429,3
4404,548,428,3
4405,557,428,3
4406,698,427,3
4407,704,428,4
4408,781,427,3
4409,40,429,3
4410,327,429,3
4411,356,432,4
4412,384,429,3
4413,403,428,3
4416,630,429,3
4417,690,429,3
4418,792,428,3
4419,17,430,3
4420,31,429,4
4421,265,431,5
4422,333,430,3
4423,652,429,3
4424,681,433,6
4426,100,430,3
4427,226,431,4
4428,425,431,3
4431,95,431,3
4433,251,432,3
4434,302,433,4
4435,409,433,3
4436,554,431,3
4437,750,434,4
4438,780,432,3
4439,57,434,4
4440,114,432,3
4441,136,436,6
4442,294,433,3
4443,320,433,3
4444,338,432,3
4445,368,432,3
4446,416,434,4
4447,633,432,3
4448,735,434,6
4449,767,434,4
4450,17,434,3
4451,127,436,3
4452,236,433,3
4453,308,434,4
4454,427,435,3
4455,577,434,3
4456,645,435,5
4457,710,434,3
