index,x,y,degree
230,777,18,3
231,36,20,3
232,200,19,3
234,386,19,3
235,393,19,3
236,681,21,4
237,696,20,3
238,94,21,3
240,118,21,3
241,151,21,4
244,634,21,4
245,642,21,3
246,665,21,3
247,690,21,3
248,702,22,4
249,708,20,3
250,716,24,4
252,26,21,3
253,60,21,4
254,252,25,8
255,328,22,3
257,512,22,3
258,518,21,3
259,529,24,3
260,583,25,6
261,732,22,4
263,197,23,3
264,427,24,3
265,525,23,3
267,662,22,3
269,40,24,3
271,306,24,3
272,341,27,6
273,345,23,3
274,418,24,3
276,504,24,3
278,596,28,8
280,776,24,3
282,69,25,3
283,91,26,5
284,202,26,4
285,396,27,8
289,693,24,3
290,730,26,5
291,748,24,3
292,786,24,4
293,790,24,4
294,209,26,4
295,360,27,4
296,366,27,5
297,446,27,4
298,460,29,5
300,644,26,3
301,662,26,3
302,771,25,3
303,18,27,6
304,42,27,3
306,194,27,3
308,301,26,3
309,331,26,3
312,608,29,6
313,633,27,3
314,640,27,3
315,694,27,5
316,762,26,4
317,766,27,3
318,12,28,3
320,224,28,3
321,229,27,3
322,419,28,3
323,497,30,5
324,665,27,3
325,700,29,4
327,26,30,6
328,303,35,5
329,423,28,3
330,545,30,4
331,567,31,3
333,659,29,3
334,684,32,5
335,769,28,3
336,778,29,4
338,200,32,5
339,214,31,4
340,451,29,3
341,465,29,3
343,553,34,6
347,6,32,3
348,33,31,3
349,60,31,4
350,97,33,4
351,258,31,3
352,292,30,4
353,334,35,5
354,356,33,3
355,472,31,3
357,656,30,3
359,764,31,4
361,364,35,7
362,411,32,3
363,415,32,3
364,732,31,3
365,255,32,3
367,319,33,4
369,465,36,5
371,74,34,4
372,88,33,3
375,147,35,5
377,407,34,4
380,563,34,4
381,581,33,3
382,617,33,4
383,653,34,5
384,661,33,3
385,677,34,3
386,767,33,3
389,91,34,3
390,158,35,4
391,208,36,4
392,251,37,7
393,286,34,3
394,577,34,3
395,600,34,3
396,771,39,7
398,317,38,5
400,403,35,3
402,456,37,4
403,673,35,3
404,694,36,4
405,10,37,4
406,40,40,6
407,153,36,3
408,180,36,3
409,223,38,5
411,350,37,3
412,370,36,4
413,416,37,3
414,474,37,3
415,680,40,5
416,758,36,3
417,23,39,3
418,55,39,3
419,388,45,6
421,575,38,3
422,656,39,4
423,661,38,3
424,692,37,3
425,730,40,5
428,81,38,3
429,121,39,3
430,146,38,4
431,218,38,3
433,570,39,3
434,618,41,4
437,286,40,3
438,290,40,3
439,324,40,4
440,472,39,3
442,547,42,4
445,373,41,3
446,408,43,4
447,533,42,4
448,706,41,4
449,2,42,3
450,48,43,4
451,91,42,4
452,138,42,3
454,218,42,3
456,426,45,6
457,458,41,3
458,562,42,5
459,568,41,3
460,585,44,5
463,56,43,3
466,477,44,3
468,8,44,3
469,148,44,5
471,186,44,3
472,330,43,3
473,448,43,3
474,539,45,4
476,793,45,5
478,132,45,3
482,302,46,3
484,343,44,3
488,614,44,3
490,775,46,4
491,80,46,3
492,230,47,3
493,371,48,4
494,567,45,3
495,605,47,4
496,764,45,3
497,46,47,4
498,54,49,4
499,105,46,3
500,294,46,3
501,330,47,4
502,350,46,3
503,377,46,3
505,441,46,3
507,534,46,3
508,673,47,3
509,769,47,3
510,12,53,7
513,131,52,3
514,342,48,3
515,437,47,3
516,547,51,6
517,663,47,3
518,679,48,3
519,781,48,3
520,94,49,4
521,98,49,4
522,153,51,6
525,325,48,3
526,432,48,3
528,504,48,3
529,583,49,3
530,596,50,4
532,147,51,4
534,622,49,3
535,650,50,3
536,667,49,4
537,744,49,3
543,323,50,3
544,348,50,4
545,512,50,4
546,562,52,6
547,591,55,4
548,613,51,5
550,674,53,6
551,682,51,4
553,767,50,3
554,60,54,6
555,87,52,3
556,214,51,3
558,441,52,4
559,460,52,3
560,465,54,5
562,537,52,6
563,658,54,4
564,731,52,3
567,84,52,3
568,137,53,4
569,174,56,5
570,289,52,3
572,420,52,3
573,437,54,4
574,686,52,4
576,702,53,4
577,708,52,4
578,774,52,3
579,123,56,3
583,341,55,4
584,350,54,4
585,370,60,8
586,573,54,4
587,665,54,3
588,769,53,3
589,24,55,4
590,76,56,6
591,116,54,5
594,360,54,3
595,411,56,4
596,454,54,3
597,585,54,3
598,634,54,3
599,788,55,3
601,92,56,3
604,382,58,4
605,508,55,3
606,604,56,5
607,684,56,3
608,46,57,3
609,87,58,5
611,215,58,4
612,235,57,5
614,394,57,3
615,421,56,4
616,35,60,4
617,165,58,3
618,290,58,3
619,306,58,3
620,314,61,6
621,334,59,3
622,350,58,3
623,769,58,3
624,137,59,3
625,362,59,3
626,439,59,3
627,555,59,3
628,616,60,4
630,669,58,3
631,676,58,3
632,734,60,3
633,775,60,4
636,420,60,3
637,482,60,5
638,535,60,4
639,702,60,3
640,742,59,3
641,124,61,3
642,160,62,4
643,175,63,5
645,442,61,3
649,598,60,3
651,42,62,3
652,56,61,3
653,119,62,4
654,139,62,3
655,256,64,5
656,331,61,3
657,434,62,3
658,454,62,3
660,558,62,4
661,605,62,4
662,649,63,3
663,659,66,6
666,21,62,3
667,62,63,4
671,347,62,3
672,379,63,3
673,384,63,3
674,450,65,4
675,462,63,3
677,511,62,3
678,583,63,3
679,676,64,3
680,730,64,6
681,746,62,4
684,67,64,3
686,238,63,3
687,303,66,7
688,357,64,4
689,416,65,4
690,552,65,4
692,669,65,3
694,762,64,4
695,782,64,4
697,21,66,5
698,130,64,3
699,153,65,4
700,231,67,4
701,339,68,7
702,483,67,3
704,708,66,3
707,331,66,3
708,422,73,7
709,560,66,3
710,578,66,3
711,602,67,3
715,71,67,4
716,88,66,3
717,292,69,4
718,348,67,4
719,384,68,3
722,411,66,3
723,429,67,3
726,120,69,3
727,161,68,3
728,172,70,5
729,360,68,6
730,437,69,5
732,536,67,3
733,544,68,4
734,556,67,3
735,583,68,4
737,746,68,3
738,115,69,3
739,241,68,3
740,378,69,5
741,598,71,4
742,726,70,3
743,780,70,4
747,249,72,3
748,324,71,4
749,328,70,3
750,370,69,3
751,488,72,4
753,549,70,3
754,575,70,3
756,715,70,4
757,741,72,5
758,756,70,4
759,157,70,3
760,181,70,4
762,445,72,3
765,38,71,3
766,63,72,3
767,96,74,3
768,108,75,8
769,135,73,4
770,298,71,3
772,383,71,3
774,460,71,3
775,514,72,3
776,590,71,3
778,19,73,3
779,44,74,4
781,275,72,3
783,368,74,4
784,378,73,3
785,431,74,3
786,477,73,3
787,559,76,6
788,570,72,3
790,695,74,4
791,706,74,4
792,722,72,3
793,754,73,3
794,786,72,3
795,147,77,5
796,266,74,3
797,351,73,3
798,684,75,3
799,182,74,3
800,317,77,5
801,344,76,4
802,382,74,3
804,411,75,3
805,577,75,4
808,82,79,4
809,155,76,5
812,333,77,6
813,457,76,3
814,495,76,4
815,592,76,4
816,615,80,6
818,649,76,3
819,655,76,3
820,667,76,3
822,784,76,3
823,10,78,3
824,18,79,4
826,77,76,3
827,88,76,3
829,349,76,3
830,442,77,3
831,479,78,5
832,484,76,3
833,531,77,3
834,570,77,4
835,596,76,3
836,634,77,3
837,752,79,6
838,38,78,3
839,61,79,5
840,97,78,3
841,118,79,4
844,273,77,3
845,293,79,4
848,522,79,3
850,721,82,6
854,159,80,5
855,168,80,4
857,264,78,4
858,338,78,3
859,376,79,3
860,437,82,7
861,454,80,3
862,486,79,4
863,506,78,3
864,663,80,5
865,54,79,3
866,72,79,3
867,76,81,4
869,322,80,3
870,381,79,3
871,497,80,3
873,175,85,4
875,348,80,3
876,368,81,3
877,373,81,4
879,446,80,3
880,543,80,3
881,572,83,5
883,744,80,3
885,87,81,3
886,97,82,3
887,218,83,3
889,579,82,3
890,661,87,5
891,105,83,3
893,338,87,5
895,487,83,3
897,747,83,3
898,110,87,5
899,150,85,4
901,195,84,3
902,278,84,3
903,306,86,5
904,317,84,3
905,326,84,5
906,349,85,4
907,479,85,4
908,536,84,4
909,546,84,4
910,606,83,3
912,680,84,4
915,34,84,3
916,90,86,4
917,163,85,3
921,506,85,3
922,596,87,3
923,756,85,3
925,298,87,4
926,392,85,4
927,485,85,3
928,495,86,3
929,608,86,3
931,785,86,3
934,52,87,3
937,314,90,4
938,332,87,3
939,380,87,5
940,433,86,4
941,492,86,3
942,538,87,3
943,584,92,4
946,12,87,3
947,70,91,5
949,160,88,3
950,261,88,3
951,326,88,3
952,402,88,4
953,440,88,3
954,508,87,3
956,616,88,3
958,363,90,5
959,371,89,3
960,502,89,4
961,530,90,6
962,572,90,3
963,673,88,3
964,763,90,4
966,44,93,7
967,142,89,3
969,247,92,5
970,560,93,7
971,777,90,3
976,309,91,3
977,381,91,3
978,454,93,6
980,487,91,4
981,514,90,4
982,601,91,3
983,617,93,4
984,59,91,3
986,323,94,7
987,391,92,3
988,428,96,7
989,437,94,5
990,482,92,4
991,608,95,5
992,732,91,3
993,742,92,3
994,10,93,3
995,101,92,3
996,146,94,4
997,151,94,4
998,164,93,6
1001,257,92,3
1002,377,93,4
1004,16,93,4
1005,88,94,3
1006,135,99,7
1007,174,93,3
1009,352,94,4
1010,384,93,3
1011,415,96,6
1015,749,95,4
1016,7,98,5
1017,116,100,5
1018,269,95,4
1019,274,94,4
1021,442,95,3
1022,479,99,4
1023,13,95,3
1024,18,98,3
1025,83,96,4
1027,259,98,6
1028,338,96,4
1029,460,97,3
1031,490,96,3
1032,98,97,5
1033,157,96,3
1036,230,97,4
1037,312,96,3
1038,377,97,3
1039,483,97,3
1041,601,97,3
1042,634,97,5
1043,677,97,4
1044,762,98,5
1046,51,99,5
1047,92,97,3
1049,151,98,3
1052,576,98,5
1057,13,99,3
1059,274,100,5
1060,356,99,4
1062,420,98,3
1065,615,99,1
1067,758,98,3
1068,31,99,3
1070,157,100,3
1071,176,103,5
1072,329,100,3
1073,372,100,4
1075,446,100,5
1077,567,100,4
1078,642,99,3
1080,732,110,9
1081,80,100,4
1082,92,103,4
1084,384,102,4
1086,437,102,4
1087,456,102,4
1088,492,100,3
1091,727,100,3
1092,749,102,4
1093,58,101,3
1094,153,101,4
1095,230,102,3
1096,326,101,3
1097,427,102,3
1098,472,102,6
1099,562,102,3
1100,605,102,3
1101,666,102,4
1103,74,103,3
1104,163,102,3
1105,184,105,3
1106,350,103,4
1107,365,102,4
1108,377,104,5
1109,451,102,3
1111,596,104,3
1113,704,105,4
1115,65,105,4
1116,167,103,3
1117,312,103,3
1120,19,107,4
1121,40,104,4
1123,110,109,6
1124,395,104,4
1125,418,105,3
1126,449,105,3
1130,666,104,3
1131,755,105,4
1132,762,105,3
1133,102,106,3
1134,386,105,3
1135,456,106,3
1136,662,105,3
1137,743,106,3
1140,146,111,6
1141,154,107,3
1142,224,106,3
1145,362,106,3
1146,537,106,3
1147,568,107,4
1149,58,108,3
1150,79,110,6
1151,321,109,3
1152,420,107,3
1153,654,108,3
1155,711,108,7
1156,748,108,3
1157,768,109,6
1158,62,112,6
1159,263,110,3
1160,343,110,6
1161,451,108,3
1162,480,109,4
1163,506,109,3
1164,552,111,4
1165,780,108,3
1166,92,114,6
1167,173,110,3
1170,418,109,3
1172,495,110,3
1173,572,109,3
1177,705,110,3
1178,752,109,3
1181,139,112,4
1183,179,110,3
1187,720,111,3
1189,463,111,3
1190,511,112,3
1191,659,112,4
1192,680,112,3
1195,45,112,3
1196,215,115,4
1198,507,114,4
1199,674,114,5
1201,774,113,4
1202,95,113,3
1203,115,114,3
1206,561,114,3
1207,576,114,3
1208,632,114,4
1209,648,115,5
1210,769,115,4
1212,180,117,6
1213,270,117,3
1215,317,114,4
1218,410,115,3
1220,462,115,4
1221,496,116,3
1222,516,116,5
1223,668,117,5
1224,705,115,3
1225,719,115,3
1226,7,115,3
1227,11,115,4
1228,54,117,6
1229,85,116,3
1230,153,115,3
1231,221,116,3
1232,376,116,3
1233,451,118,5
1234,503,117,3
1237,60,117,3
1238,99,117,4
1239,125,116,3
1240,354,116,3
1241,364,125,7
1242,372,116,3
1244,546,118,5
1245,569,118,5
1246,700,118,5
1247,763,118,5
1248,113,117,3
1251,526,118,5
1253,661,118,3
1254,683,118,4
1255,754,118,4
1256,11,119,4
1257,65,119,4
1258,82,118,3
1259,105,119,3
1261,320,121,6
1262,510,118,3
1263,723,118,3
1266,122,119,3
1267,156,126,6
1268,193,119,3
1270,355,120,3
1272,582,125,7
1274,675,119,3
1275,112,123,4
1279,458,120,3
1280,532,120,3
1281,773,122,3
1282,26,122,3
1283,51,121,3
1284,96,123,4
1288,518,126,4
1289,562,121,4
1291,677,122,3
1292,749,121,4
1293,756,121,3
1294,17,123,3
1295,164,122,4
1296,219,124,4
1299,501,124,4
1301,683,125,5
1302,739,122,3
1303,74,124,4
1304,85,123,3
1305,313,123,4
1306,356,124,4
1307,459,126,5
1310,559,123,3
1311,649,124,4
1312,694,124,3
1314,123,125,4
1316,171,125,3
1317,234,126,3
1318,376,125,4
1319,441,125,3
1320,453,125,3
1321,607,124,3
1322,655,124,3
1323,751,125,4
1324,755,124,3
1326,642,125,3
1327,670,128,5
1328,689,125,3
1329,707,126,3
1330,760,128,6
1331,4,126,3
1334,71,127,3
1335,228,126,4
1337,312,128,5
1338,335,128,5
1339,380,127,3
1340,411,126,4
1341,719,126,3
1342,93,128,3
1345,386,130,4
1346,434,128,4
1347,481,128,4
1349,766,129,4
1351,86,129,3
1352,107,128,3
1354,226,128,3
1356,326,130,4
1357,569,130,4
1358,654,134,6
1359,704,128,3
1362,140,131,4
1364,214,130,3
1366,394,130,3
1367,455,129,3
1368,522,131,4
1369,547,130,3
1370,552,130,3
1371,627,130,3
1373,678,129,3
1374,694,133,8
1375,709,130,5
1376,735,131,3
1378,38,130,3
1379,80,131,4
1380,120,132,5
1382,442,131,6
1383,486,130,3
1384,606,131,4
1385,743,131,3
1386,773,130,4
1387,12,132,3
1388,56,132,3
1389,106,135,5
1390,199,136,5
1393,290,132,3
1394,307,131,3
1395,574,132,3
1396,640,132,3
1397,724,131,3
1398,68,136,5
1399,76,132,3
1400,97,134,3
1401,130,132,3
1403,361,139,6
1404,431,136,4
1405,674,134,3
1406,46,133,4
1407,410,134,3
1408,418,134,6
1410,501,135,6
1411,685,135,4
1412,763,133,3
1413,19,135,3
1415,174,134,3
1416,316,134,3
1417,328,136,3
1418,333,134,3
1420,384,135,4
1421,393,136,5
1422,482,134,3
1423,492,135,3
1425,635,134,3
1426,747,135,4
1427,770,134,4
1428,218,136,4
1429,644,135,3
1430,727,137,5
1431,744,135,3
1432,782,136,3
1434,42,136,3
1435,51,136,3
1436,74,138,5
1437,185,137,3
1439,214,137,3
1441,509,137,4
1442,575,137,3
1445,90,138,4
1446,101,139,4
1447,123,138,3
1449,316,138,3
1450,378,139,3
1452,520,138,3
1455,735,139,4
1456,756,138,3
1457,761,141,4
1458,117,139,3
1460,226,138,4
1461,335,138,3
1464,468,139,5
1465,482,140,3
1466,591,140,4
1467,680,138,3
1468,741,138,3
1469,113,139,3
1472,307,140,4
1473,427,139,3
1474,514,140,4
1475,659,143,4
1477,170,141,4
1478,267,140,4
1479,311,140,3
1480,317,141,3
1481,487,140,3
1482,577,141,3
1483,662,140,4
1484,688,140,3
1486,48,141,3
1488,120,142,3
1489,341,143,3
1490,420,142,4
1491,462,142,4
1492,599,141,3
1493,649,141,3
1494,679,141,3
1496,424,142,4
1497,442,143,3
1498,558,142,3
1499,572,142,3
1501,750,143,4
1502,770,143,3
1505,332,145,7
1506,376,144,5
1507,527,145,5
1508,673,143,3
1509,694,144,4
1510,738,143,4
1511,765,146,4
1514,94,145,4
1515,112,144,3
1517,179,146,5
1518,313,146,4
1520,445,145,3
1521,480,146,5
1522,490,144,3
1523,580,144,4
1525,634,144,4
1526,666,144,3
1527,669,144,3
1528,688,145,3
1531,79,146,4
1532,105,149,8
1535,321,145,3
1536,433,146,3
1537,439,145,3
1538,511,145,3
1542,649,146,3
1543,117,146,3
1544,228,148,4
1545,326,146,3
1546,518,147,3
1547,682,146,3
1548,704,148,3
1549,709,147,3
1550,747,147,3
1551,758,147,4
1552,783,148,3
1554,144,154,5
1555,351,147,3
1556,465,149,4
1557,489,150,5
1558,672,147,4
1559,699,148,3
1560,728,149,3
1561,220,150,4
1563,347,148,3
1564,355,148,3
1566,514,148,3
1567,720,148,4
1572,320,150,4
1573,325,150,3
1575,499,150,3
1576,532,150,3
1577,621,150,6
1578,642,152,4
1580,682,150,3
1584,80,150,3
1585,184,155,7
1586,243,151,3
1588,330,151,5
1589,346,151,3
1590,363,155,7
1591,378,151,3
1592,436,152,6
1593,460,151,3
1595,636,151,4
1596,692,151,3
1597,760,151,3
1598,11,154,5
1600,58,153,4
1602,405,153,3
1603,484,154,4
1604,722,153,3
1605,769,152,3
1606,110,154,5
1607,208,154,5
1608,528,153,3
1610,580,152,4
1611,627,153,4
1612,742,153,5
1613,127,156,7
1614,340,153,4
1615,415,155,6
1616,455,156,4
1617,498,154,4
1618,687,153,3
1620,96,154,4
1621,313,158,5
1622,464,155,4
1623,474,157,4
1624,511,155,3
1626,636,155,5
1628,694,158,7
1630,773,154,3
1632,169,158,4
1633,200,156,3
1634,231,157,4
1636,422,155,3
1638,534,156,4
1642,677,156,5
1643,702,156,3
1644,766,155,3
1646,215,156,3
1647,282,156,3
1648,353,157,3
1650,432,160,5
1651,445,158,3
1652,566,157,3
1653,578,156,3
1658,93,158,3
1659,138,159,3
1660,300,157,3
1661,319,163,7
1662,328,158,3
1663,373,160,5
1664,438,159,4
1665,460,157,3
1666,493,159,4
1668,619,159,4
1669,633,158,3
1672,773,158,3
1673,786,158,3
1675,98,160,5
1676,104,159,4
1677,109,158,3
1678,515,160,3
1679,630,158,3
1681,60,159,3
1682,120,161,7
1683,199,160,3
1684,215,160,3
1686,349,159,3
1687,424,160,4
1688,463,159,3
1689,508,160,3
1691,613,160,5
1692,698,159,3
1693,718,160,6
1694,735,160,4
1697,768,159,3
1698,780,162,3
1699,25,161,3
1702,111,161,3
1703,134,161,3
1705,220,161,4
1706,340,161,3
1707,483,161,3
1708,673,161,3
1709,732,160,3
1710,2,162,4
1711,9,162,3
1712,14,162,3
1714,150,162,3
1715,194,161,4
1716,282,162,3
1717,380,162,3
1718,410,165,8
1719,421,161,3
1722,69,162,4
1723,172,163,3
1724,206,164,4
1726,337,163,3
1728,367,163,3
1729,403,163,3
1730,446,164,4
1731,454,163,3
1732,474,164,4
1734,646,163,5
1735,661,170,6
1736,726,162,4
1737,18,163,3
1739,130,163,3
1741,333,164,3
1743,418,163,3
1744,480,163,3
1745,486,164,4
1747,570,165,4
1748,625,166,4
1749,635,164,3
1751,310,166,4
1752,467,164,3
1753,513,166,3
1757,168,165,3
1759,346,170,8
1760,540,167,3
1761,577,166,3
1764,667,165,3
1765,678,167,6
1767,787,166,4
1769,180,168,3
1770,233,167,4
1771,325,169,5
1772,426,169,6
1773,439,166,3
1774,459,168,3
1775,483,168,5
1776,506,167,3
1778,161,168,3
1779,185,168,3
1782,487,168,3
1783,630,167,4
1784,653,170,3
1786,124,170,5
1787,218,171,4
1788,332,169,3
1789,402,169,3
1790,476,169,3
1792,749,170,3
1793,782,168,3
1795,78,170,3
1796,116,169,3
1797,167,171,4
1798,303,170,3
1799,438,174,6
1801,490,169,3
1802,609,171,3
1803,20,170,3
1804,40,171,4
1805,133,173,7
1806,187,170,3
1807,190,170,4
1808,208,172,6
1809,291,170,4
1810,311,171,4
1811,412,171,3
1813,672,172,4
1814,796,172,4
1815,232,172,4
1818,576,173,3
1819,719,172,4
1820,756,171,4
1821,762,172,3
1825,142,172,3
1826,195,173,4
1827,307,172,3
1828,357,173,3
1829,362,172,3
1830,383,174,5
1831,410,172,3
1833,681,175,4
1834,758,172,3
1835,155,175,4
1836,171,174,3
1837,550,175,4
1839,754,176,6
1840,21,174,3
1841,26,176,5
1842,34,175,3
1843,181,175,4
1845,420,174,3
1846,455,175,4
1847,485,175,4
1848,502,174,3
1851,541,175,3
1853,700,175,5
1856,46,176,4
1857,119,177,4
1858,146,176,3
1859,213,175,3
1860,218,176,3
1861,238,177,5
1862,253,178,3
1863,307,176,3
1864,329,176,3
1865,367,175,3
1867,60,177,3
1869,297,176,3
1870,477,177,4
1871,606,177,3
1872,628,177,3
1873,647,180,4
1875,86,178,4
1876,138,178,5
1877,196,178,3
1880,406,179,3
1882,616,177,3
1884,764,180,5
1888,420,180,4
1889,462,178,4
1891,539,179,3
1892,634,179,4
1893,677,178,3
1894,110,180,3
1895,166,180,5
1896,299,179,3
1897,367,180,3
1898,494,179,3
1899,728,181,3
1900,779,180,3
1901,45,182,5
1902,67,181,3
1903,114,180,3
1904,121,180,3
1905,127,182,4
1906,135,181,3
1907,161,181,3
1909,308,180,4
1910,321,180,4
1911,339,184,4
1912,400,181,4
1913,505,180,3
1915,560,182,3
1916,695,181,3
1917,30,182,3
1918,50,181,4
1919,152,181,3
1921,353,186,7
1922,470,183,4
1923,517,183,6
1924,791,182,4
1926,141,184,4
1927,191,182,3
1928,375,184,4
1929,446,183,5
1930,524,185,3
1931,750,183,3
1932,759,182,3
1934,54,184,3
1935,121,185,4
1936,132,183,3
1937,147,184,3
1938,157,183,3
1941,601,184,3
1942,745,183,4
1943,780,184,3
1946,185,184,3
1948,324,184,4
1949,362,184,3
1950,365,184,3
1952,508,185,3
1953,256,191,7
1956,304,185,3
1957,440,185,4
1958,462,186,5
1959,473,185,3
1960,496,185,3
1961,529,186,3
1962,607,185,3
1964,729,186,3
1965,771,185,3
1966,65,187,3
1967,71,188,3
1968,230,187,3
1969,599,187,3
1970,683,188,4
1971,745,187,3
1972,753,187,3
1973,762,188,5
1975,48,189,3
1976,157,188,3
1977,195,188,3
1978,325,188,4
1979,332,188,3
1980,359,188,4
1981,396,188,3
1982,401,188,3
1984,8,190,4
1986,223,190,4
1988,433,189,4
1989,459,189,3
1990,471,188,3
1991,608,189,5
1995,668,189,3
1996,735,188,3
1997,770,189,3
1998,784,190,3
1999,38,190,3
2000,141,190,3
2001,147,192,4
2002,267,190,3
2003,380,189,3
2005,519,193,5
2006,535,190,3
2007,626,192,5
2008,635,190,3
2009,698,190,4
2010,704,189,3
2011,749,191,6
2012,42,191,4
2013,153,190,3
2014,188,192,4
2015,478,190,4
2016,498,190,3
2021,131,192,3
2022,158,193,4
2023,342,191,3
2026,720,192,3
2027,735,192,4
2028,758,193,3
2031,168,192,3
2032,194,193,3
2033,353,194,4
2034,364,193,3
2035,420,192,3
2036,453,193,3
2037,481,192,4
2039,673,192,3
2040,198,194,3
2041,275,197,5
2042,477,193,3
2047,181,195,3
2048,263,195,3
2050,395,195,3
2051,500,196,4
2052,555,196,3
2053,595,196,3
2054,779,194,3
2057,32,195,3
2058,44,197,4
2059,62,197,5
2060,333,196,4
2061,448,195,3
2062,459,196,3
2063,474,196,4
2064,536,196,3
2065,672,196,4
2066,683,196,3
2067,691,196,4
2068,49,197,3
2070,103,197,3
2073,375,197,4
2075,454,199,5
2076,468,198,4
2077,542,197,3
2078,696,196,3
2080,72,200,4
2082,165,197,3
2084,405,200,7
2089,620,198,3
2090,656,198,4
2091,757,198,4
2093,30,204,7
2094,57,203,6
2095,415,198,3
2096,448,199,3
2098,736,199,3
2099,183,200,3
2100,239,201,4
2101,249,203,4
2102,266,202,5
2105,639,200,3
2106,707,200,3
2108,749,200,3
2109,780,200,5
2110,15,202,4
2112,359,200,5
2113,394,201,3
2114,587,200,3
2115,617,202,3
2116,623,203,4
2117,678,201,4
2118,684,202,5
2119,695,201,4
2121,4,204,5
2122,100,202,5
2123,118,202,4
2126,214,201,3
2128,642,202,3
2129,65,203,3
2130,78,202,4
2132,163,206,3
2134,231,203,6
2135,275,210,7
2136,312,203,3
2139,540,205,7
2141,646,202,3
2142,650,203,3
2143,743,203,4
2146,328,203,4
2148,413,203,3
2149,758,204,4
2150,775,204,4
2151,48,207,3
2152,55,205,3
2153,449,207,5
2154,519,205,3
2156,636,205,3
2158,94,206,3
2161,405,207,4
2162,423,206,4
2163,505,207,4
2165,524,205,4
2166,602,206,3
2167,691,205,3
2168,746,209,5
2169,9,206,3
2170,17,207,3
2171,101,207,3
2173,155,206,3
2176,457,209,6
2177,470,207,3
2178,479,207,3
2181,709,206,4
2182,738,207,3
2183,779,206,3
2186,220,209,4
2187,230,208,3
2190,498,207,3
2193,627,208,3
2194,699,208,3
2196,53,211,5
2197,90,208,3
2198,96,208,3
2199,261,209,3
2200,358,209,3
2202,393,209,3
2203,416,208,3
2205,636,213,9
2206,645,208,3
2207,662,208,3
2208,680,208,3
2209,752,209,4
2210,20,209,3
2211,103,212,5
2212,153,209,4
2213,239,210,3
2214,256,209,3
2215,291,214,4
2216,322,209,3
2217,329,209,3
2220,475,209,3
2221,532,210,3
2223,707,212,3
2225,4,215,4
2226,65,210,3
2227,70,211,4
2229,170,213,5
2230,244,210,3
2233,590,210,3
2234,647,210,3
2235,693,211,4
2236,738,211,3
2237,757,210,3
2238,778,212,5
2240,407,212,4
2241,475,212,3
2242,499,212,6
2243,682,211,4
2245,79,213,3
2246,84,213,3
2247,91,213,3
2248,96,214,4
2249,225,215,5
2250,235,213,5
2251,324,212,3
2252,451,213,3
2253,470,216,5
2254,543,214,5
2256,625,212,3
2257,646,215,3
2258,700,214,4
2259,445,215,3
2260,750,214,3
2261,767,215,3
2262,788,214,3
2263,17,215,4
2264,63,217,5
2265,88,214,3
2267,210,214,3
2268,282,215,3
2271,521,214,4
2272,615,215,5
2273,762,215,3
2274,56,216,3
2275,158,216,3
2277,400,215,4
2279,625,216,3
2280,693,217,5
2281,757,216,3
2282,33,217,4
2284,72,217,4
2285,537,217,5
2287,773,218,3
2288,780,217,3
2291,236,218,3
2292,279,219,3
2294,391,218,3
2295,466,219,3
2296,485,219,3
2298,556,220,5
